########################
###### INPUT INFO ######
########################

Nwalkers = 150
Nburn = 10000
Nsteps = 10000

2457166.261077377,79.53205514127276,50.098739121592146,90.01318565612418,0.024328236215886444,0.44364254641953743,0.012656591002157923,-4.3813309456521425,-4.1549622908880455,-3.8619916933737213

----Final Results----- 

Parameter Name, Median Value, Err-, Err+, GR statistic
t0: 2457166.2608659547, 0.0015855091623961926, 0.0015542344190180302
per: 79.53206799369299, 0.00012046053598169237, 0.00012068035293566481
a/rs: 50.04060594333557, 0.16777540297277937, 0.14373560519739215
inc: 89.99622343736702, 0.06722003799160348, 0.06290201440104681
rp/rs: 0.024324531354455368, 0.00010524306409195883, 0.0001049413646056277
u1: 0.43628697429127067, 0.014730859480244773, 0.01474847671923235
u2: 0.02513540422728824, 0.01676334765846041, 0.02265971574245954
σ1: -4.3762960395677934, 0.03323320725233714, 0.03619103283087366
σ2: -4.1445039155737184, 0.0331618313419888, 0.036684191584154924
σ3: -3.8616498345253447, 0.006149565465190854, 0.0064145801916288825
