2457186.9152187435,1084.1587780106133
2457186.9152175062,542.0793951830426
2457186.91521355,361.38626499488385
2457186.9152128277,271.0396994730688
2457186.9152028626,216.83176091107285
2457186.915217712,180.69313078731665
2457186.9152135635,154.8798265192783
2457186.915201499,135.5198506178503
2457186.91521859,120.46208711632029
2457186.915206581,108.41588013707846
2457186.9151986516,98.55989074675095
2457186.915219341,90.34656560157512
2457186.9152102354,83.39683004456782
2457186.9152205163,77.43991341173903
2457186.915217781,72.27725295165395
2457186.9152278504,67.75992383575536
2457186.9152131854,63.77404644619679
2457186.915219933,60.23104407099092
2457186.915223921,57.060988550943584
2457186.9152139095,54.20793959568714
2457186.9152028984,51.62660996037915
