2457166.2594262036,1113.4504467451295
2457166.2595406957,556.7251543125968
2457166.259367914,371.15017217540736
2457166.2594144978,278.362612479331
2457166.259494939,222.69006705595814
2457166.25952747,185.57504019952344
2457166.259475165,159.06434063035456
2457166.2594176866,139.18130614443027
2457166.2594012534,123.71672005599511
2457166.259473937,111.34504127318473
2457166.2595723867,101.22274954689502
2457166.2594694635,92.78753071670381
2457166.259507004,85.65002443667716
2457166.259537812,79.53216651356544
2457166.259506661,74.23002251068539
2457166.2594258976,69.59065123270314
2457166.259672478,65.49706920502088
2457166.259396775,61.85836019119673
2457166.259442044,58.602652796701435
2457166.259621976,55.672510082078624
2457166.259447873,53.021447157534055
2457166.259539826,50.61137781593447
2457166.2595145353,48.410884711348274
